city,zip_code,region,municipality
Srbovo,0,Borski okrug,Opština Negotin
Vajuga,0,Borski okrug,Opština Kladovo
Kostol,0,Borski okrug,Opština Kladovo
Selanac,0,Mačvanski okrug,Opština Ljubovija
Velika Vrbica,0,Borski okrug,Opština Kladovo
Donji Krivodol,0,Pirotski okrug,Opština Dimitrovgrad
Radoinja,0,Zlatiborski okrug,Opština Nova Varoš
Grdovići,0,Zlatiborski okrug,Opština Arilje
Luke,0,Moravički okrug,Opština Ivanjica
Staro Momčilovo,0,Toplički okrug,Opština Žitorađa
Ljubić,0,Moravički okrug,Opština Čačak
Ritošići,0,Zlatiborski okrug,Opština Priboj
Kukurovići,0,Zlatiborski okrug,Opština Priboj
Sakar,0,Mačvanski okrug,Opština Mali Zvornik
Culine,0,Mačvanski okrug,Opština Mali Zvornik
Donja Trešnjica,0,Mačvanski okrug,Opština Mali Zvornik
Voljevci,0,Mačvanski okrug,Opština Mali Zvornik
Crnča,0,Mačvanski okrug,Opština Ljubovija
Brasina,0,Mačvanski okrug,Opština Mali Zvornik
Trbušnica,0,Mačvanski okrug,Opština Loznica
Krajišnici,0,Mačvanski okrug,Opština Loznica
Lozničko Polje,0,Mačvanski okrug,Opština Loznica
Baščeluci,0,Mačvanski okrug,Opština Loznica
Paskovac,0,Mačvanski okrug,Opština Loznica
Ploča,0,Mačvanski okrug,Opština Loznica
Klupci,0,Mačvanski okrug,Opština Loznica
Runjani,0,Mačvanski okrug,Opština Loznica
Zabrđe,0,Zlatiborski okrug,Opština Priboj
Krnjača,0,Zlatiborski okrug,Opština Priboj
Požegrmac,0,Zlatiborski okrug,Opština Priboj
Panjak,0,Zlatiborski okrug,Opština Užice
Rastište,0,Zlatiborski okrug,Opština Bajina Bašta
Brštica,0,Mačvanski okrug,Opština Krupanj
Lonjin,0,Mačvanski okrug,Opština Ljubovija
Rujevac,0,Mačvanski okrug,Opština Ljubovija
Kržava,0,Mačvanski okrug,Opština Krupanj
Gornja Borina,0,Mačvanski okrug,Opština Loznica
Voćnjak,0,Mačvanski okrug,Opština Loznica
Jelav,0,Mačvanski okrug,Opština Loznica
Kostajnik,0,Mačvanski okrug,Opština Krupanj
Kozjak,0,Mačvanski okrug,Opština Loznica
Grnčara,0,Mačvanski okrug,Opština Loznica
Donje Nedeljice,0,Mačvanski okrug,Opština Loznica
Gornji Dobrić,0,Mačvanski okrug,Opština Loznica
Bradić,0,Mačvanski okrug,Opština Loznica
Dvorska,0,Mačvanski okrug,Opština Krupanj
Donji Dobrić,0,Mačvanski okrug,Opština Loznica
Likodra,0,Mačvanski okrug,Opština Krupanj
Duboko,0,Mačvanski okrug,Opština Ljubovija
Postenje,0,Mačvanski okrug,Opština Ljubovija
Banjevac,0,Mačvanski okrug,Opština Krupanj
Tomanj,0,Mačvanski okrug,Opština Krupanj
Lipenović,0,Mačvanski okrug,Opština Krupanj
Kršanje,0,Zlatiborski okrug,Opština Užice
Podnemić,0,Mačvanski okrug,Opština Ljubovija
Donja Ljuboviđa,0,Mačvanski okrug,Opština Ljubovija
Šljivova,0,Mačvanski okrug,Opština Krupanj
Gornja Ljuboviđa,0,Mačvanski okrug,Opština Ljubovija
Tolisavac,0,Mačvanski okrug,Opština Krupanj
Vrbić,0,Mačvanski okrug,Opština Krupanj
Gornje Nedeljice,0,Mačvanski okrug,Opština Loznica
Simino Brdo,0,Mačvanski okrug,Opština Loznica
Čokešina,0,Mačvanski okrug,Opština Loznica
Joševa,0,Mačvanski okrug,Opština Loznica
Petkovica,0,Mačvanski okrug,Opština Šabac
Krasava,0,Mačvanski okrug,Opština Krupanj
Brezovice,0,Mačvanski okrug,Opština Krupanj
Salaš Crnobarski,0,Mačvanski okrug,Opština Bogatić
Očage,0,Mačvanski okrug,Opština Bogatić
Zabrdnji Toci,0,Zlatiborski okrug,Opština Prijepolje
Donje Babine,0,Zlatiborski okrug,Opština Prijepolje
Miliješ,0,Zlatiborski okrug,Opština Priboj
Crnuzi,0,Zlatiborski okrug,Opština Priboj
Dobrilovići,0,Zlatiborski okrug,Opština Priboj
Kamena Gora,0,Zlatiborski okrug,Opština Prijepolje
Karoševina,0,Zlatiborski okrug,Opština Prijepolje
Junčevići,0,Zlatiborski okrug,Opština Prijepolje
Crkveni Toci,0,Zlatiborski okrug,Opština Prijepolje
Zvijezd,0,Zlatiborski okrug,Opština Prijepolje
Osoje,0,Zlatiborski okrug,Opština Prijepolje
Seljane,0,Zlatiborski okrug,Opština Prijepolje
Čauševići,0,Zlatiborski okrug,Opština Prijepolje
Kalafati,0,Zlatiborski okrug,Opština Priboj
Semegnjevo,0,Zlatiborski okrug,Opština Čajetina
Đurašići,0,Zlatiborski okrug,Opština Prijepolje
Seljašnica,0,Zlatiborski okrug,Opština Prijepolje
Hrta,0,Zlatiborski okrug,Opština Prijepolje
Skokuće,0,Zlatiborski okrug,Opština Prijepolje
Mijoska,0,Zlatiborski okrug,Opština Prijepolje
Džurovo,0,Zlatiborski okrug,Opština Prijepolje
Ratajska,0,Zlatiborski okrug,Opština Prijepolje
Kratovo,0,Zlatiborski okrug,Opština Priboj
Mataruge,0,Zlatiborski okrug,Opština Prijepolje
Vinicka,0,Zlatiborski okrug,Opština Prijepolje
Gornja Trešnjica,0,Mačvanski okrug,Opština Ljubovija
Miljevići,0,Zlatiborski okrug,Opština Prijepolje
Koševine,0,Zlatiborski okrug,Opština Prijepolje
Čelice,0,Zlatiborski okrug,Opština Nova Varoš
Ivezići,0,Zlatiborski okrug,Opština Prijepolje
Bjelahova,0,Zlatiborski okrug,Opština Prijepolje
Pranjci,0,Zlatiborski okrug,Opština Prijepolje
Brvine,0,Zlatiborski okrug,Opština Prijepolje
Potok,0,Zlatiborski okrug,Opština Prijepolje
Taševo,0,Zlatiborski okrug,Opština Prijepolje
Rasno,0,Zlatiborski okrug,Opština Prijepolje
Jelača,0,Zlatiborski okrug,Opština Priboj
Stublo,0,Zlatiborski okrug,Opština Čajetina
Drlače,0,Mačvanski okrug,Opština Ljubovija
Caparić,0,Mačvanski okrug,Opština Ljubovija
Carina,0,Kolubarski okrug,Opština Osečina
Leović,0,Mačvanski okrug,Opština Ljubovija
Mala Reka,0,Zlatiborski okrug,Opština Bajina Bašta
Solotuša,0,Zlatiborski okrug,Opština Bajina Bašta
Strmovo,0,Zlatiborski okrug,Opština Bajina Bašta
Grčić,0,Mačvanski okrug,Opština Ljubovija
Gornja Orovica,0,Mačvanski okrug,Opština Ljubovija
Savković,0,Mačvanski okrug,Opština Ljubovija
Orovička Planina,0,Mačvanski okrug,Opština Ljubovija
Skadar,0,Kolubarski okrug,Opština Osečina
Bratačić,0,Kolubarski okrug,Opština Osečina
Filipovići,0,Mačvanski okrug,Opština Loznica
Mojković,0,Mačvanski okrug,Opština Krupanj
Donja Badanja,0,Mačvanski okrug,Opština Loznica
Ribarice,0,Mačvanski okrug,Opština Loznica
Milina,0,Mačvanski okrug,Opština Loznica
Gornja Badanja,0,Mačvanski okrug,Opština Loznica
Bela Reka,0,Mačvanski okrug,Opština Šabac
Trbosilje,0,Mačvanski okrug,Opština Loznica
Radovašnica,0,Mačvanski okrug,Opština Šabac
Belotić,0,Kolubarski okrug,Opština Osečina
Gornja Sipulja,0,Mačvanski okrug,Opština Loznica
Culjković,0,Mačvanski okrug,Opština Šabac
Zasavica I,0,Sremski okrug,Opština Sremska Mitrovica
Duvanište,0,Mačvanski okrug,Opština Šabac
Zasavica Ii,0,Sremski okrug,Opština Sremska Mitrovica
Raduša,0,Zlatiborski okrug,Opština Užice
Višesava,0,Zlatiborski okrug,Opština Bajina Bašta
Okletac,0,Zlatiborski okrug,Opština Bajina Bašta
Strmac,0,Zlatiborski okrug,Opština Užice
Obajgora,0,Zlatiborski okrug,Opština Bajina Bašta
Gornje Košlje,0,Mačvanski okrug,Opština Ljubovija
Osečina (Selo),0,Kolubarski okrug,Opština Osečina
Pridoli,0,Zlatiborski okrug,Opština Bajina Bašta
Pear,0,Zlatiborski okrug,Opština Užice
Suvodanje,0,Kolubarski okrug,Opština Valjevo
Zarožje,0,Zlatiborski okrug,Opština Bajina Bašta
Sirdija,0,Kolubarski okrug,Opština Osečina
Dragijevica,0,Kolubarski okrug,Opština Osečina
Konjuša,0,Kolubarski okrug,Opština Osečina
Cvetulja,0,Mačvanski okrug,Opština Krupanj
Bukor,0,Mačvanski okrug,Opština Šabac
Rumska,0,Mačvanski okrug,Opština Šabac
Volujac,0,Mačvanski okrug,Opština Šabac
Pocerski Metković,0,Mačvanski okrug,Opština Šabac
Slepčević,0,Mačvanski okrug,Opština Šabac
Bogosavac,0,Mačvanski okrug,Opština Šabac
Sinošević,0,Mačvanski okrug,Opština Šabac
Uzveće,0,Mačvanski okrug,Opština Bogatić
Tabanović,0,Mačvanski okrug,Opština Šabac
Pravoševo,0,Zlatiborski okrug,Opština Prijepolje
Dokmir,0,Kolubarski okrug,Opština Ub
Donji Tavankut,0,Severnobački okrug,Opština Subotica
Ključ,0,Kolubarski okrug,Opština Mionica
Tripkova,0,Zlatiborski okrug,Opština Čajetina
Sviloš,0,Južnobački okrug,Opština Beočin
Grabovo,0,Južnobački okrug,Opština Beočin
Zavinograđe,0,Zlatiborski okrug,Opština Prijepolje
Radobuđa,0,Zlatiborski okrug,Opština Arilje
Lučice,0,Zlatiborski okrug,Opština Prijepolje
Grobnice,0,Zlatiborski okrug,Opština Prijepolje
Hisardžik,0,Zlatiborski okrug,Opština Prijepolje
Rutoši,0,Zlatiborski okrug,Opština Nova Varoš
Dobroselica,0,Zlatiborski okrug,Opština Čajetina
Branešci,0,Zlatiborski okrug,Opština Čajetina
Seništa,0,Zlatiborski okrug,Opština Nova Varoš
Donji Stranjani,0,Zlatiborski okrug,Opština Prijepolje
Kaćevo,0,Zlatiborski okrug,Opština Prijepolje
Kosatica,0,Zlatiborski okrug,Opština Prijepolje
Draževići,0,Zlatiborski okrug,Opština Nova Varoš
Rudine,0,Zlatiborski okrug,Opština Čajetina
Alin Potok,0,Zlatiborski okrug,Opština Čajetina
Negbina,0,Zlatiborski okrug,Opština Nova Varoš
Golovo,0,Zlatiborski okrug,Opština Čajetina
Tutiće,0,Zlatiborski okrug,Opština Sjenica
Grgaje,0,Zlatiborski okrug,Opština Sjenica
Višnjeva,0,Zlatiborski okrug,Opština Sjenica
Drmanovići,0,Zlatiborski okrug,Opština Nova Varoš
Vraneša,0,Zlatiborski okrug,Opština Nova Varoš
Burađa,0,Zlatiborski okrug,Opština Nova Varoš
Rakovica,0,Zlatiborski okrug,Opština Čajetina
Amzići,0,Zlatiborski okrug,Opština Nova Varoš
Gornje Goračiće,0,Zlatiborski okrug,Opština Prijepolje
Vilovi,0,Zlatiborski okrug,Opština Nova Varoš
Caričina,0,Zlatiborski okrug,Opština Sjenica
Vujinovača,0,Kolubarski okrug,Opština Valjevo
Radijevići,0,Zlatiborski okrug,Opština Nova Varoš
Akmačići,0,Zlatiborski okrug,Opština Nova Varoš
Nikojevići,0,Zlatiborski okrug,Opština Užice
Debelja,0,Zlatiborski okrug,Opština Nova Varoš
Gostilje,0,Zlatiborski okrug,Opština Čajetina
Skržuti,0,Zlatiborski okrug,Opština Užice
Zbojštica,0,Zlatiborski okrug,Opština Užice
Drežnik,0,Zlatiborski okrug,Opština Užice
Vrutci,0,Zlatiborski okrug,Opština Užice
Keserovina,0,Zlatiborski okrug,Opština Užice
Lještansko,0,Zlatiborski okrug,Opština Bajina Bašta
Stapari,0,Zlatiborski okrug,Opština Užice
Zaglavak,0,Zlatiborski okrug,Opština Bajina Bašta
Stanina Reka,0,Kolubarski okrug,Opština Valjevo
Tuđin,0,Kolubarski okrug,Opština Osečina
Osladić,0,Kolubarski okrug,Opština Valjevo
Mijači,0,Kolubarski okrug,Opština Valjevo
Bobova,0,Kolubarski okrug,Opština Valjevo
Vragočanica,0,Kolubarski okrug,Opština Valjevo
Sitarice,0,Kolubarski okrug,Opština Valjevo
Godečevo,0,Zlatiborski okrug,Opština Kosjerić
Kačer,0,Zlatiborski okrug,Opština Užice
Makovište,0,Zlatiborski okrug,Opština Kosjerić
Sovač,0,Kolubarski okrug,Opština Valjevo
Tubravić,0,Kolubarski okrug,Opština Valjevo
Majinović,0,Kolubarski okrug,Opština Valjevo
Taor,0,Kolubarski okrug,Opština Valjevo
Gornja Bukovica,0,Kolubarski okrug,Opština Valjevo
Tupanci,0,Kolubarski okrug,Opština Valjevo
Balinović,0,Kolubarski okrug,Opština Valjevo
Stubo,0,Kolubarski okrug,Opština Valjevo
Beomužević,0,Kolubarski okrug,Opština Valjevo
Mrovska,0,Mačvanski okrug,Opština Vladimirci
Goločelo,0,Mačvanski okrug,Opština Koceljeva
Miličinica,0,Kolubarski okrug,Opština Valjevo
Nakučani,0,Mačvanski okrug,Opština Šabac
Vukošić,0,Mačvanski okrug,Opština Vladimirci
Matijevac,0,Mačvanski okrug,Opština Vladimirci
Gornja Vranjska,0,Mačvanski okrug,Opština Šabac
Jevremovac,0,Mačvanski okrug,Opština Šabac
Ševarice,0,Mačvanski okrug,Opština Šabac
Pocerski Pričinović,0,Mačvanski okrug,Opština Šabac
Mala Vranjska,0,Mačvanski okrug,Opština Šabac
Oglađenovac,0,Kolubarski okrug,Opština Valjevo
Ljutice,0,Mačvanski okrug,Opština Koceljeva
Krnule,0,Mačvanski okrug,Opština Vladimirci
Lojanice,0,Mačvanski okrug,Opština Vladimirci
Jelenča,0,Mačvanski okrug,Opština Šabac
Donje Leskovice,0,Kolubarski okrug,Opština Valjevo
Mišar,0,Mačvanski okrug,Opština Šabac
Drijetanj,0,Zlatiborski okrug,Opština Užice
Buar,0,Zlatiborski okrug,Opština Užice
Ljubanje,0,Zlatiborski okrug,Opština Užice
Gostinica,0,Zlatiborski okrug,Opština Užice
Donja Pološnica,0,Zlatiborski okrug,Opština Kosjerić
Gornja Pološnica,0,Zlatiborski okrug,Opština Kosjerić
Paklje,0,Kolubarski okrug,Opština Valjevo
Donja Bukovica,0,Kolubarski okrug,Opština Valjevo
Jovanja,0,Kolubarski okrug,Opština Valjevo
Sandalj,0,Kolubarski okrug,Opština Valjevo
Ribaševina,0,Zlatiborski okrug,Opština Užice
Godljevo,0,Zlatiborski okrug,Opština Kosjerić
Paramun,0,Zlatiborski okrug,Opština Kosjerić
Doliće,0,Zlatiborski okrug,Opština Sjenica
Cikote,0,Zlatiborski okrug,Opština Kosjerić
Radanovci,0,Zlatiborski okrug,Opština Kosjerić
Galovići,0,Zlatiborski okrug,Opština Kosjerić
Gornje Leskovice,0,Kolubarski okrug,Opština Valjevo
Zlatarić,0,Kolubarski okrug,Opština Valjevo
Strmna Gora,0,Kolubarski okrug,Opština Valjevo
Sedlari,0,Kolubarski okrug,Opština Valjevo
Kotešica,0,Kolubarski okrug,Opština Valjevo
Rađevo Selo,0,Kolubarski okrug,Opština Valjevo
Mali Bošnjak,0,Mačvanski okrug,Opština Koceljeva
Brdarica,0,Mačvanski okrug,Opština Koceljeva
Mehovine,0,Mačvanski okrug,Opština Vladimirci
Družetić,0,Mačvanski okrug,Opština Koceljeva
Bobovik,0,Mačvanski okrug,Opština Vladimirci
Jalovik,0,Mačvanski okrug,Opština Vladimirci
Skupljen,0,Mačvanski okrug,Opština Vladimirci
Vučevica,0,Mačvanski okrug,Opština Vladimirci
Mrđenovac,0,Mačvanski okrug,Opština Šabac
Jazovnik,0,Mačvanski okrug,Opština Vladimirci
Krnić,0,Mačvanski okrug,Opština Vladimirci
Trbušac,0,Mačvanski okrug,Opština Vladimirci
Zvezd,0,Mačvanski okrug,Opština Vladimirci
Predvorica,0,Mačvanski okrug,Opština Šabac
Vitojevci,0,Sremski okrug,Opština Ruma
Miokus,0,Mačvanski okrug,Opština Šabac
Dragojevac,0,Mačvanski okrug,Opština Vladimirci
Crvsko,0,Zlatiborski okrug,Opština Sjenica
Miševići,0,Zlatiborski okrug,Opština Nova Varoš
Komarani,0,Zlatiborski okrug,Opština Nova Varoš
Šušure,0,Zlatiborski okrug,Opština Sjenica
Donje Lopiže,0,Zlatiborski okrug,Opština Sjenica
Družiniće,0,Zlatiborski okrug,Opština Sjenica
Močioci,0,Moravički okrug,Opština Ivanjica
Klekova,0,Moravički okrug,Opština Ivanjica
Severovo,0,Zlatiborski okrug,Opština Arilje
Dujke,0,Zlatiborski okrug,Opština Sjenica
Zaječiće,0,Zlatiborski okrug,Opština Sjenica
Medare,0,Zlatiborski okrug,Opština Sjenica
Ponorac,0,Zlatiborski okrug,Opština Sjenica
Tisovica,0,Zlatiborski okrug,Opština Nova Varoš
Grivska,0,Zlatiborski okrug,Opština Arilje
Krće,0,Zlatiborski okrug,Opština Sjenica
Bačija,0,Zlatiborski okrug,Opština Sjenica
Kladnica,0,Zlatiborski okrug,Opština Sjenica
Vrsjenice,0,Zlatiborski okrug,Opština Sjenica
Maskova,0,Moravički okrug,Opština Ivanjica
Šarenik,0,Moravički okrug,Opština Ivanjica
Rečice,0,Zlatiborski okrug,Opština Požega
Gorobilje,0,Zlatiborski okrug,Opština Požega
Pogled,0,Zlatiborski okrug,Opština Arilje
Potočanje,0,Zlatiborski okrug,Opština Užice
Ponikovica,0,Zlatiborski okrug,Opština Užice
Gubin Do,0,Zlatiborski okrug,Opština Užice
Kosjerić (Selo),0,Zlatiborski okrug,Opština Kosjerić
Potpeće,0,Zlatiborski okrug,Opština Užice
Krvavci,0,Zlatiborski okrug,Opština Užice
Lelići,0,Zlatiborski okrug,Opština Užice
Brajkovići,0,Zlatiborski okrug,Opština Kosjerić
Stojići,0,Zlatiborski okrug,Opština Kosjerić
Zabrdica,0,Kolubarski okrug,Opština Valjevo
Drenovci,0,Zlatiborski okrug,Opština Kosjerić
Vranjani,0,Zlatiborski okrug,Opština Požega
Kozličić,0,Kolubarski okrug,Opština Valjevo
Jazovik,0,Kolubarski okrug,Opština Valjevo
Gornja Grabovica,0,Kolubarski okrug,Opština Valjevo
Degurić,0,Kolubarski okrug,Opština Valjevo
Bujačić,0,Kolubarski okrug,Opština Valjevo
Blizonje,0,Kolubarski okrug,Opština Valjevo
Gorjani,0,Zlatiborski okrug,Opština Užice
Bjelotići,0,Zlatiborski okrug,Opština Užice
Tvrdići,0,Zlatiborski okrug,Opština Požega
Tubići,0,Zlatiborski okrug,Opština Kosjerić
Mrčići,0,Zlatiborski okrug,Opština Kosjerić
Bjeloperica,0,Zlatiborski okrug,Opština Kosjerić
Zdravčići,0,Zlatiborski okrug,Opština Požega
Dobrodo,0,Zlatiborski okrug,Opština Užice
Zaselje,0,Zlatiborski okrug,Opština Požega
Uzići,0,Zlatiborski okrug,Opština Požega
Kalenići,0,Zlatiborski okrug,Opština Požega
Skakavci,0,Zlatiborski okrug,Opština Kosjerić
Zarube,0,Kolubarski okrug,Opština Valjevo
Prijezdić,0,Kolubarski okrug,Opština Valjevo
Petnica,0,Kolubarski okrug,Opština Valjevo
Gorić,0,Kolubarski okrug,Opština Valjevo
Klinci,0,Kolubarski okrug,Opština Valjevo
Dupljaj,0,Kolubarski okrug,Opština Valjevo
Paune,0,Kolubarski okrug,Opština Valjevo
Babina Luka,0,Kolubarski okrug,Opština Valjevo
Zukve,0,Mačvanski okrug,Opština Koceljeva
Gola Glava,0,Kolubarski okrug,Opština Valjevo
Tulari,0,Kolubarski okrug,Opština Ub
Kožuar,0,Kolubarski okrug,Opština Ub
Brestač,0,Sremski okrug,Opština Pećinci
Mesarci,0,Mačvanski okrug,Opština Vladimirci
Kalinovac,0,Kolubarski okrug,Opština Ub
Suvo Selo,0,Mačvanski okrug,Opština Vladimirci
Vukona,0,Kolubarski okrug,Opština Ub
Velika Ježevica,0,Zlatiborski okrug,Opština Požega
Rupeljevo,0,Zlatiborski okrug,Opština Požega
Visibaba,0,Zlatiborski okrug,Opština Požega
Čestobrodica,0,Zlatiborski okrug,Opština Požega
Subjel,0,Zlatiborski okrug,Opština Kosjerić
Dražinovići,0,Zlatiborski okrug,Opština Požega
Tometino Polje,0,Zlatiborski okrug,Opština Požega
Glumač,0,Zlatiborski okrug,Opština Požega
Mušići,0,Zlatiborski okrug,Opština Kosjerić
Robaje,0,Kolubarski okrug,Opština Mionica
Krčmar,0,Kolubarski okrug,Opština Mionica
Osečenica,0,Kolubarski okrug,Opština Mionica
Šušeoka,0,Kolubarski okrug,Opština Mionica
Lukavac,0,Kolubarski okrug,Opština Valjevo
Gvozdenović,0,Kolubarski okrug,Opština Ub
Klanica,0,Kolubarski okrug,Opština Valjevo
Rasna,0,Zlatiborski okrug,Opština Požega
Bakionica,0,Zlatiborski okrug,Opština Požega
Tolić,0,Kolubarski okrug,Opština Mionica
Donja Dobrinja,0,Zlatiborski okrug,Opština Požega
Godovik,0,Zlatiborski okrug,Opština Požega
Duškovci,0,Zlatiborski okrug,Opština Požega
Mala Ježevica,0,Zlatiborski okrug,Opština Požega
Prijanovići,0,Zlatiborski okrug,Opština Požega
Loret,0,Zlatiborski okrug,Opština Požega
Srednja Dobrinja,0,Zlatiborski okrug,Opština Požega
Đurđevac,0,Kolubarski okrug,Opština Mionica
Gornji Lajkovac,0,Kolubarski okrug,Opština Mionica
Vrhovine,0,Kolubarski okrug,Opština Ub
Radobić,0,Kolubarski okrug,Opština Mionica
Stepanje,0,Kolubarski okrug,Opština Lajkovac
Čučuge,0,Kolubarski okrug,Opština Ub
Trlić,0,Kolubarski okrug,Opština Ub
Beljin,0,Mačvanski okrug,Opština Vladimirci
Vukićevica,0,Grad Beograd,Opština Obrenovac
Dren,0,Grad Beograd,Opština Obrenovac
Ljubinić,0,Grad Beograd,Opština Obrenovac
Gunjevac,0,Kolubarski okrug,Opština Ub
Šuljam,0,Sremski okrug,Opština Sremska Mitrovica
Mala Remeta,0,Sremski okrug,Opština Irig
Mićunovo,0,Severnobački okrug,Opština Bačka Topola
Rivica,0,Sremski okrug,Opština Irig
Stari Ledinci,0,Južnobački okrug,Opština Novi Sad
Njegoševo,0,Severnobački okrug,Opština Bačka Topola
Bačko Dušanovo,0,Severnobački okrug,Opština Subotica
Neradin,0,Sremski okrug,Opština Irig
Mali Radinci,0,Sremski okrug,Opština Ruma
Žarkovac,0,Sremski okrug,Opština Ruma
Šatrinci,0,Sremski okrug,Opština Irig
Velika Remeta,0,Sremski okrug,Opština Irig
Dobrodol,0,Sremski okrug,Opština Irig
Krušedol Prnjavor,0,Sremski okrug,Opština Irig
Krušedol Selo,0,Sremski okrug,Opština Irig
Svetićevo,0,Severnobački okrug,Opština Bačka Topola
Kavilo,0,Severnobački okrug,Opština Bačka Topola
Doline,0,Severnobanatski okrug,Opština Kanjiža
Jarkovci,0,Sremski okrug,Opština Inđija
Pilatovići,0,Zlatiborski okrug,Opština Požega
Mali Pesak,0,Severnobanatski okrug,Opština Kanjiža
Sterijino,0,Severnobanatski okrug,Opština Ada
Vojvoda Zimonić,0,Severnobanatski okrug,Opština Kanjiža
Boroštica,0,Raški okrug,Opština Tutin
Tuzinje,0,Zlatiborski okrug,Opština Sjenica
Đerekare,0,Raški okrug,Opština Tutin
Deretin,0,Moravički okrug,Opština Ivanjica
Bogojevići,0,Zlatiborski okrug,Opština Arilje
Vrane,0,Zlatiborski okrug,Opština Arilje
Vigošte,0,Zlatiborski okrug,Opština Arilje
Čibutkovica,0,Grad Beograd,Opština Lazarevac
Stupčevići,0,Zlatiborski okrug,Opština Arilje
Virovo,0,Zlatiborski okrug,Opština Arilje
Stup,0,Zlatiborski okrug,Opština Sjenica
Žitniće,0,Zlatiborski okrug,Opština Sjenica
Gornja Kravarica,0,Moravički okrug,Opština Lučani
Donja Kravarica,0,Moravički okrug,Opština Lučani
Ervenice,0,Raški okrug,Opština Tutin
Baćica,0,Raški okrug,Opština Tutin
Lipica,0,Raški okrug,Opština Tutin
Gujiće,0,Raški okrug,Opština Tutin
Žabren,0,Zlatiborski okrug,Opština Sjenica
Pružanj,0,Raški okrug,Opština Tutin
Draževiće,0,Zlatiborski okrug,Opština Sjenica
Rti,0,Moravički okrug,Opština Lučani
Beli Kamen,0,Moravički okrug,Opština Lučani
Guča (Selo),0,Moravički okrug,Opština Lučani
Kumanica,0,Moravički okrug,Opština Ivanjica
Komadine,0,Moravički okrug,Opština Ivanjica
Dučalovići,0,Moravički okrug,Opština Lučani
Popadić,0,Kolubarski okrug,Opština Mionica
Bedina Varoš,0,Moravički okrug,Opština Ivanjica
Sveštica,0,Moravički okrug,Opština Ivanjica
Gugalj,0,Zlatiborski okrug,Opština Požega
Gojna Gora,0,Moravički okrug,Opština Gornji Milanovac
Bogdanica,0,Moravički okrug,Opština Gornji Milanovac
Puhovo,0,Moravički okrug,Opština Lučani
Lopaš,0,Zlatiborski okrug,Opština Požega
Dljin,0,Moravički okrug,Opština Lučani
Mionica (Selo),0,Kolubarski okrug,Opština Mionica
Bajevac,0,Kolubarski okrug,Opština Lajkovac
Virovac,0,Kolubarski okrug,Opština Mionica
Paštrić,0,Kolubarski okrug,Opština Mionica
Vrtiglav,0,Kolubarski okrug,Opština Mionica
Nepričava,0,Kolubarski okrug,Opština Lajkovac
Komanice,0,Kolubarski okrug,Opština Mionica
Maljević,0,Kolubarski okrug,Opština Mionica
Donji Mušić,0,Kolubarski okrug,Opština Mionica
Lučani (Selo),0,Moravički okrug,Opština Lučani
Tučkovo,0,Zlatiborski okrug,Opština Požega
Krstac,0,Moravički okrug,Opština Lučani
Lisice,0,Moravički okrug,Opština Lučani
Družetići,0,Moravički okrug,Opština Gornji Milanovac
Lis,0,Moravički okrug,Opština Lučani
Rošci,0,Moravički okrug,Opština Čačak
Jančići,0,Moravički okrug,Opština Čačak
Rubribreza,0,Kolubarski okrug,Opština Lajkovac
Gornji Mušić,0,Kolubarski okrug,Opština Mionica
Koštunići,0,Moravički okrug,Opština Gornji Milanovac
Berkovac,0,Kolubarski okrug,Opština Mionica
Rakari,0,Kolubarski okrug,Opština Mionica
Ba,0,Kolubarski okrug,Opština Ljig
Vračević,0,Kolubarski okrug,Opština Lajkovac
Dučić,0,Kolubarski okrug,Opština Mionica
Lajkovac (Selo),0,Kolubarski okrug,Opština Lajkovac
Bogdanovica,0,Kolubarski okrug,Opština Ub
Murgaš,0,Kolubarski okrug,Opština Ub
Trnjaci,0,Kolubarski okrug,Opština Ub
Stublenica,0,Kolubarski okrug,Opština Ub
Paljuvi,0,Kolubarski okrug,Opština Ub
Lončanik,0,Kolubarski okrug,Opština Ub
Milorci,0,Kolubarski okrug,Opština Ub
Trstenica,0,Grad Beograd,Opština Obrenovac
Brović,0,Grad Beograd,Opština Obrenovac
Šarbane,0,Kolubarski okrug,Opština Ub
Urovci,0,Grad Beograd,Opština Obrenovac
Krtinska,0,Grad Beograd,Opština Obrenovac
Zvečka,0,Grad Beograd,Opština Obrenovac
Piroman,0,Grad Beograd,Opština Obrenovac
Veliko Polje,0,Grad Beograd,Opština Obrenovac
Petrovčić,0,Grad Beograd,Opština Surčin
Progar,0,Grad Beograd,Opština Surčin
Negrišori,0,Moravički okrug,Opština Lučani
Međuvršje,0,Moravički okrug,Opština Čačak
Veliševac,0,Kolubarski okrug,Opština Ljig
Donji Lajkovac,0,Kolubarski okrug,Opština Lajkovac
Bošnjanović,0,Kolubarski okrug,Opština Ljig
Kadina Luka,0,Kolubarski okrug,Opština Ljig
Babajić,0,Kolubarski okrug,Opština Ljig
Županjac,0,Grad Beograd,Opština Lazarevac
Cvetanovac,0,Kolubarski okrug,Opština Ljig
Tijanje,0,Moravički okrug,Opština Lučani
Zeoke,0,Moravički okrug,Opština Lučani
Pakovraće,0,Moravički okrug,Opština Čačak
Vidova,0,Moravički okrug,Opština Čačak
Prijevor,0,Moravički okrug,Opština Čačak
Miokovci,0,Moravički okrug,Opština Čačak
Grab,0,Moravički okrug,Opština Lučani
